name,district,division,latitude,longitude,email,phone
"Jagannathpur Police Station","Sunamganj","Sylhet",25.0412,91.4298,noorlabib@iut-dhaka.edu,01886709707
"Jamalganj Police Station","Sunamganj","Sylhet",25.1009,91.4179,noorlabib@iut-dhaka.edu,01886709707
"Sullah Police Station","Sunamganj","Sylhet",25.0760,91.3931,noorlabib@iut-dhaka.edu,01886709707
"Tahirpur Police Station","Sunamganj","Sylhet",25.0301,91.3517,noorlabib@iut-dhaka.edu,01886709707
"South Sunamganj Police Station","Sunamganj","Sylhet",25.1265,91.3585,noorlabib@iut-dhaka.edu,01886709707
"Madhyanagar Police Station","Sunamganj","Sylhet",25.0022,91.4087,noorlabib@iut-dhaka.edu,01886709707
"Kotwali Police Station","Rangpur","Rangpur",25.7439,89.2752,noorlabib@iut-dhaka.edu,01886709707
"Tajhat Police Station","Rangpur","Rangpur",25.7608,89.2762,noorlabib@iut-dhaka.edu,01886709707
"Mahiganj Police Station","Rangpur","Rangpur",25.8187,89.2855,noorlabib@iut-dhaka.edu,01886709707
"Haragach Police Station","Rangpur","Rangpur",25.7341,89.3250,noorlabib@iut-dhaka.edu,01886709707
"Parsuram Police Station","Rangpur","Rangpur",25.7676,89.2053,noorlabib@iut-dhaka.edu,01886709707
"Hazirhat Police Station","Rangpur","Rangpur",25.7884,89.2687,noorlabib@iut-dhaka.edu,01886709707
"Badarganj Police Station","Rangpur","Rangpur",25.7420,89.2337,noorlabib@iut-dhaka.edu,01886709707
"Gangachara Police Station","Rangpur","Rangpur",25.6774,89.2172,noorlabib@iut-dhaka.edu,01886709707
"Kaunia Police Station","Rangpur","Rangpur",25.7907,89.3001,noorlabib@iut-dhaka.edu,01886709707
"Rangpur Sadar Police Station","Rangpur","Rangpur",25.7175,89.3225,noorlabib@iut-dhaka.edu,01886709707
"Mithapukur Police Station","Rangpur","Rangpur",25.7193,89.2338,noorlabib@iut-dhaka.edu,01886709707
"Pirgachha Police Station","Rangpur","Rangpur",25.7592,89.2300,noorlabib@iut-dhaka.edu,01886709707
"Pirganj Police Station","Rangpur","Rangpur",25.7006,89.2571,noorlabib@iut-dhaka.edu,01886709707
"Taraganj Police Station","Rangpur","Rangpur",25.6879,89.3481,noorlabib@iut-dhaka.edu,01886709707
"Kotwali Police Station","Dinajpur","Rangpur",25.6217,88.6355,noorlabib@iut-dhaka.edu,01886709707
"Birampur Police Station","Dinajpur","Rangpur",25.6784,88.5857,noorlabib@iut-dhaka.edu,01886709707
"Birganj Police Station","Dinajpur","Rangpur",25.6584,88.6150,noorlabib@iut-dhaka.edu,01886709707
"Biral Police Station","Dinajpur","Rangpur",25.6888,88.6895,noorlabib@iut-dhaka.edu,01886709707
"Bochaganj Police Station","Dinajpur","Rangpur",25.5691,88.6992,noorlabib@iut-dhaka.edu,01886709707
"Chirirbandar Police Station","Dinajpur","Rangpur",25.6812,88.5689,noorlabib@iut-dhaka.edu,01886709707
"Fulbari Police Station","Dinajpur","Rangpur",25.5601,88.6009,noorlabib@iut-dhaka.edu,01886709707
"Ghoraghat Police Station","Dinajpur","Rangpur",25.6115,88.6850,noorlabib@iut-dhaka.edu,01886709707
"Hakimpur Police Station","Dinajpur","Rangpur",25.5847,88.6996,noorlabib@iut-dhaka.edu,01886709707
"Kaharole Police Station","Dinajpur","Rangpur",25.5906,88.6450,noorlabib@iut-dhaka.edu,01886709707
"Khansama Police Station","Dinajpur","Rangpur",25.6362,88.6453,noorlabib@iut-dhaka.edu,01886709707
"Nawabganj Police Station","Dinajpur","Rangpur",25.6195,88.6558,noorlabib@iut-dhaka.edu,01886709707
"Parbatipur Police Station","Dinajpur","Rangpur",25.5700,88.6833,noorlabib@iut-dhaka.edu,01886709707
"Gaibandha Sadar Police Station","Gaibandha","Rangpur",25.3288,89.5281,noorlabib@iut-dhaka.edu,01886709707
"Fulchhari Police Station","Gaibandha","Rangpur",25.3945,89.5985,noorlabib@iut-dhaka.edu,01886709707
"Gobindaganj Police Station","Gaibandha","Rangpur",25.3694,89.5543,noorlabib@iut-dhaka.edu,01886709707
"Palashbari Police Station","Gaibandha","Rangpur",25.2862,89.5334,noorlabib@iut-dhaka.edu,01886709707
"Sadullapur Police Station","Gaibandha","Rangpur",25.2860,89.5514,noorlabib@iut-dhaka.edu,01886709707
"Saghata Police Station","Gaibandha","Rangpur",25.3245,89.4767,noorlabib@iut-dhaka.edu,01886709707
"Sundarganj Police Station","Gaibandha","Rangpur",25.2549,89.4821,noorlabib@iut-dhaka.edu,01886709707
"Kurigram Sadar Police Station","Kurigram","Rangpur",25.8054,89.6362,noorlabib@iut-dhaka.edu,01886709707
"Nageshwari Police Station","Kurigram","Rangpur",25.7671,89.5857,noorlabib@iut-dhaka.edu,01886709707
"Bhurungamari Police Station","Kurigram","Rangpur",25.7797,89.6823,noorlabib@iut-dhaka.edu,01886709707
"Fulbari Police Station","Kurigram","Rangpur",25.8564,89.5995,noorlabib@iut-dhaka.edu,01886709707
"Rajarhat Police Station","Kurigram","Rangpur",25.8104,89.6677,noorlabib@iut-dhaka.edu,01886709707
"Ulipur Police Station","Kurigram","Rangpur",25.7556,89.6854,noorlabib@iut-dhaka.edu,01886709707
"Chilmari Police Station","Kurigram","Rangpur",25.7655,89.6716,noorlabib@iut-dhaka.edu,01886709707
"Rowmari Police Station","Kurigram","Rangpur",25.7416,89.6972,noorlabib@iut-dhaka.edu,01886709707
"Char Rajibpur Police Station","Kurigram","Rangpur",25.8090,89.5676,noorlabib@iut-dhaka.edu,01886709707
"Kachakata Police Station","Kurigram","Rangpur",25.7440,89.5696,noorlabib@iut-dhaka.edu,01886709707
"Lalmonirhat Sadar Police Station","Lalmonirhat","Rangpur",25.9165,89.4532,noorlabib@iut-dhaka.edu,01886709707
"Aditmari Police Station","Lalmonirhat","Rangpur",25.8842,89.3968,noorlabib@iut-dhaka.edu,01886709707
"Kaliganj Police Station","Lalmonirhat","Rangpur",25.9672,89.4788,noorlabib@iut-dhaka.edu,01886709707
"Hatibandha Police Station","Lalmonirhat","Rangpur",25.9538,89.4903,noorlabib@iut-dhaka.edu,01886709707
"Patgram Police Station","Lalmonirhat","Rangpur",25.8633,89.4883,noorlabib@iut-dhaka.edu,01886709707
"Nilphamari Sadar Police Station","Nilphamari","Rangpur",25.9318,88.8561,noorlabib@iut-dhaka.edu,01886709707
"Saidpur Police Station","Nilphamari","Rangpur",26.0040,88.8392,noorlabib@iut-dhaka.edu,01886709707
"Jaldhaka Police Station","Nilphamari","Rangpur",25.9925,88.8047,noorlabib@iut-dhaka.edu,01886709707
"Kishoreganj Police Station","Nilphamari","Rangpur",25.8610,88.9062,noorlabib@iut-dhaka.edu,01886709707
"Domar Police Station","Nilphamari","Rangpur",25.9847,88.9203,noorlabib@iut-dhaka.edu,01886709707
"Dimla Police Station","Nilphamari","Rangpur",25.9599,88.8901,noorlabib@iut-dhaka.edu,01886709707
"Panchagarh Sadar Police Station","Panchagarh","Rangpur",26.3411,88.5542,noorlabib@iut-dhaka.edu,01886709707
"Boda Police Station","Panchagarh","Rangpur",26.2954,88.5956,noorlabib@iut-dhaka.edu,01886709707
"Debiganj Police Station","Panchagarh","Rangpur",26.3271,88.5769,noorlabib@iut-dhaka.edu,01886709707
"Atwari Police Station","Panchagarh","Rangpur",26.3014,88.5968,noorlabib@iut-dhaka.edu,01886709707
"Tetulia Police Station","Panchagarh","Rangpur",26.3076,88.6145,noorlabib@iut-dhaka.edu,01886709707
"Thakurgaon Sadar Police Station","Thakurgaon","Rangpur",26.0337,88.4617,noorlabib@iut-dhaka.edu,01886709707
"Baliadangi Police Station","Thakurgaon","Rangpur",25.9963,88.5057,noorlabib@iut-dhaka.edu,01886709707
"Haripur Police Station","Thakurgaon","Rangpur",26.0264,88.5054,noorlabib@iut-dhaka.edu,01886709707
"Pirganj Police Station","Thakurgaon","Rangpur",25.9603,88.4026,noorlabib@iut-dhaka.edu,01886709707
"Ranishankail Police Station","Thakurgaon","Rangpur",26.0048,88.5289,noorlabib@iut-dhaka.edu,01886709707
"Kotwali Police Station","Mymensingh","Mymensingh",24.7471,90.4203,noorlabib@iut-dhaka.edu,01886709707
"Muktagachha Police Station","Mymensingh","Mymensingh",24.7545,90.3680,noorlabib@iut-dhaka.edu,01886709707
"Fulbaria Police Station","Mymensingh","Mymensingh",24.7064,90.4401,noorlabib@iut-dhaka.edu,01886709707
"Trishal Police Station","Mymensingh","Mymensingh",24.7356,90.4371,noorlabib@iut-dhaka.edu,01886709707
"Bhaluka Police Station","Mymensingh","Mymensingh",24.7634,90.3771,noorlabib@iut-dhaka.edu,01886709707
"Gaffargaon Police Station","Mymensingh","Mymensingh",24.7305,90.4643,noorlabib@iut-dhaka.edu,01886709707
"Nandail Police Station","Mymensingh","Mymensingh",24.7367,90.3756,noorlabib@iut-dhaka.edu,01886709707
"Ishwarganj Police Station","Mymensingh","Mymensingh",24.7513,90.3657,noorlabib@iut-dhaka.edu,01886709707
"Gouripur Police Station","Mymensingh","Mymensingh",24.8101,90.4440,noorlabib@iut-dhaka.edu,01886709707
"Phulpur Police Station","Mymensingh","Mymensingh",24.7752,90.4252,noorlabib@iut-dhaka.edu,01886709707
"Haluaghat Police Station","Mymensingh","Mymensingh",24.6887,90.4805,noorlabib@iut-dhaka.edu,01886709707
"Dhobaura Police Station","Mymensingh","Mymensingh",24.7647,90.4122,noorlabib@iut-dhaka.edu,01886709707
"Tara Khanda Police Station","Mymensingh","Mymensingh",24.7116,90.3993,noorlabib@iut-dhaka.edu,01886709707
"Pagla Police Station","Mymensingh","Mymensingh",24.7808,90.4854,noorlabib@iut-dhaka.edu,01886709707
"Jamalpur Sadar Police Station","Jamalpur","Mymensingh",24.9375,89.9378,noorlabib@iut-dhaka.edu,01886709707
"Melandah Police Station","Jamalpur","Mymensingh",24.9720,90.0003,noorlabib@iut-dhaka.edu,01886709707
"Islampur Police Station","Jamalpur","Mymensingh",24.8655,89.9572,noorlabib@iut-dhaka.edu,01886709707
"Dewanganj Police Station","Jamalpur","Mymensingh",24.9303,89.9798,noorlabib@iut-dhaka.edu,01886709707
"Sarishabari Police Station","Jamalpur","Mymensingh",24.9791,89.8656,noorlabib@iut-dhaka.edu,01886709707
"Madarganj Police Station","Jamalpur","Mymensingh",24.9211,89.9594,noorlabib@iut-dhaka.edu,01886709707
"Bakshiganj Police Station","Jamalpur","Mymensingh",25.0093,89.9757,noorlabib@iut-dhaka.edu,01886709707
"Netrokona Sadar Police Station","Netrokona","Mymensingh",24.8709,90.7279,noorlabib@iut-dhaka.edu,01886709707
"Barhatta Police Station","Netrokona","Mymensingh",24.8969,90.7777,noorlabib@iut-dhaka.edu,01886709707
"Durgapur Police Station","Netrokona","Mymensingh",24.8328,90.7970,noorlabib@iut-dhaka.edu,01886709707
"Khaliajuri Police Station","Netrokona","Mymensingh",24.8102,90.7683,noorlabib@iut-dhaka.edu,01886709707
"Kalmakanda Police Station","Netrokona","Mymensingh",24.8563,90.7233,noorlabib@iut-dhaka.edu,01886709707
"Kendua Police Station","Netrokona","Mymensingh",24.8498,90.7060,noorlabib@iut-dhaka.edu,01886709707
"Madan Police Station","Netrokona","Mymensingh",24.8635,90.6888,noorlabib@iut-dhaka.edu,01886709707
"Mohanganj Police Station","Netrokona","Mymensingh",24.8897,90.7855,noorlabib@iut-dhaka.edu,01886709707
"Purbadhala Police Station","Netrokona","Mymensingh",24.9088,90.6724,noorlabib@iut-dhaka.edu,01886709707
"Atpara Police Station","Netrokona","Mymensingh",24.8438,90.7905,noorlabib@iut-dhaka.edu,01886709707
"Sherpur Sadar Police Station","Sherpur","Mymensingh",25.0205,90.0153,noorlabib@iut-dhaka.edu,01886709707
"Nakatla Police Station","Sherpur","Mymensingh",24.9501,90.0730,noorlabib@iut-dhaka.edu,01886709707
"Nalitabari Police Station","Sherpur","Mymensingh",24.9699,90.0777,noorlabib@iut-dhaka.edu,01886709707
"Sreebardi Police Station","Sherpur","Mymensingh",24.9912,89.9464,noorlabib@iut-dhaka.edu,01886709707
"Jhenaigati Police Station","Sherpur","Mymensingh",24.9962,90.0219,noorlabib@iut-dhaka.edu,01886709707
